service,description,url,phone,url_phone
Safe+Sound Somerset,"The National Domestic Violence Hotline provides 24/7 confidential support and personalized safety planning for individuals affected by relationship abuse. There are no specific prerequisites mentioned for accessing help, such as the need for identification. However, the site mentions that there may be longer wait times to connect with advocates due to high call/chat volume.",https://chat.thehotline.us/v2/index.html?dkey=783ea42e-3aa0-42f4-9899-ad886e4995b4&skill=g1b,,https://chat.thehotline.us/v2/index.html?dkey=783ea42e-3aa0-42f4-9899-ad886e4995b4&skill=g1b
Sage Wellness Center,"Location: 1901 Lakewood Rd, Suite 200, Toms River, NJ 08755  
Operating Hours: Monday - Friday 9:00 am to 5:00 pm; Every Other Saturday 9:00 am to 1:00 pm  
Prerequisites: No information found.",https://www.sagewellnessctr.com/,7325054612,https://www.sagewellnessctr.com/
Saint Clare's Adult Crisis Intervention Services (ACIS),"Adult Crisis Intervention Services (ACIS) is located at 25 Pocono Road, Denville, NJ 07834. Operating hours are 24/7. Upon admission, a physical exam, medical history, and bloodwork will be required. Patients are expected to be dressed and participate actively in their treatment; personal cell phone use is not allowed, and visitors must be over the age of 16. Visitors are permitted during designated hours.",https://saintclares.com/services/behavioral-health-services/adult-crisis-intervention/,9732995475,https://saintclares.com/services/behavioral-health-services/adult-crisis-intervention/
Saint Clare's Behavioral Health,"Behavioral Health Services at Saint Clare’s Health offers a variety of emergency, inpatient, outpatient, and community-based programs focused on mental health and addiction recovery. Services are available at multiple locations, including Boonton, Denville, Dover, and Washington, NJ. 

Operating hours and prerequisites for services are not explicitly detailed on the website. However, it is implied that some services, particularly inpatient programs, may require referrals. For certain hotline services, a form of identification might be needed when accessing treatment, but specific ID requirements are not mentioned.",https://saintclares.com/services/behavioral-health-services/,18886262111,https://saintclares.com/services/behavioral-health-services/
Saint Clare's Denville Hospital (Wellness and Recovery Center),"The Wellness and Recovery Center at Saint Clare's is located at 56 Morris Ave., Denville, NJ 07834. Operating hours are Monday, Friday, and Saturday from 9:00 AM to 5:30 PM, and Tuesday, Wednesday, and Thursday from 9:00 AM to 8:30 PM. After hours support is available by phone every day of the week, including holidays. There are no specific prerequisites mentioned for using the services, and individuals can seek help directly or via referrals from clinicians, family members, or other concerned community members.",https://saintclares.com/services/behavioral-health-services/wellness-and-recovery-center/,9736250096,https://saintclares.com/services/behavioral-health-services/wellness-and-recovery-center/
Saint Francis Residential Community,"The St. Francis Residential Community, located at the corner of Diamond Spring Road and Pocono Road in Denville, NJ, will be demolished as part of a redevelopment plan by Springpoint, which owns the facility. The operating hours for the township government offices are Monday to Friday, from 8:00 AM to 4:00 PM. There is no specific mention of prerequisites or identification requirements to use the facility.",https://www.denvillenj.gov/news_detail_T34_R575.php,,https://www.alternativesforseniors.com/senior-living/new-jersey/denville/saint-francis-residential-community/58675/
Saint Vincent de Paul Pantry - Holy Trinity Church,The St. Vincent de Paul Food Pantry is located at 17 Clinton Place. It is operated by Mercy House and is open every other Saturday from 9:00 AM until 11:00 PM or until food supplies are exhausted. No specific prerequisites or identification requirements are mentioned for using the pantry.,http://holytrinity1861.org/?page_id=1881,2013435170,https://www.bergenresourcenet.org/search/st-vincent-de-paul-food-pantry-holy-trinity-church/
Salem County Board of Social Services,"Location: 147 South Virginia Avenue, Penns Grove, NJ 08069  
Operating Hours: Weekdays 8:00 AM – 4:00 PM  
Prerequisites: No specific prerequisites mentioned; however, forms may be required for various services.",https://www.scbssnj.org/,8562997200,https://www.scbssnj.org/
Salem County Department of Health and Human Services,"**Location:** 110 Fifth Street, Suite 500, Salem, NJ 08079  
**Operating hours:** Not specified  
**Prerequisites:** Not specified  ",https://health.salemcountynj.gov/,8569357510,https://health.salemcountynj.gov/home-2/contact-us/
Salem County Inter Agency Council of Human Services,,https://www.salemcountyiac.org/,8569357510,https://www.salemcountynj.gov/departments/inter-agency-council/
Salem County Office on Aging and Disabilities,"Location: 110 Fifth Street, #900 Salem, NJ 08079  
Operating Hours: Not specified  
Prerequisites: A photo ID is required for notary services; for various programs, proof of income and age-related qualifications may apply.",https://health.salemcountynj.gov/human-services/office-of-aging-disabilities/,8563398622,https://health.salemcountynj.gov/human-services/office-of-aging-disabilities/
"Salem County Resources for Independent Living, Inc.","BURLINGTON OFFICE: 351 High Street, Suite 103, Burlington, NJ 08016, 609-747-7745  
CUMBERLAND OFFICE: 614 E. Landis Avenue 1st Floor, Vineland, NJ 08360, 856-825-0255  
SALEM OFFICE: 193 N. Broadway, Pennsville NJ 08070, 856-678-9400  

Operating hours are not specified on the website. No information is provided regarding prerequisites, such as identification requirements.",https://rilnj.org/,,https://www.facebook.com/rilsalemcounty/
Salem County Women’s Services,"The National Domestic Violence Hotline provides 24/7 confidential support and resources for those affected by relationship abuse. There are no specific prerequisites mentioned for using the service, such as identification requirements. However, the service is experiencing high call/chat volumes, which may result in wait times longer than 15 minutes.",https://chat.thehotline.us/v2/index.html?dkey=783ea42e-3aa0-42f4-9899-ad886e4995b4&skill=g1b,,https://chat.thehotline.us/v2/index.html?dkey=783ea42e-3aa0-42f4-9899-ad886e4995b4&skill=g1b
Salvation Army,"The Salvation Army New Jersey Division has multiple locations across New Jersey, including Asbury Park, Atlantic City, Bound Brook, Bridgeton, Dover, Elizabeth, Englewood, Flemington, Hackensack, Newark, Jersey City, Kearny, Montclair, Morristown, New Brunswick, Paterson, Perth Amboy, Plainfield, Camden, Red Bank, Trenton, Union City, and Vineland.  
While operating hours are not specified in the provided text, various services like addiction rehabilitation, food pantry programs, housing, and youth programs are offered.  
No specific prerequisites for service utilization, such as identification requirements, are mentioned in the text.",https://easternusa.salvationarmy.org/new-jersey/,18007252769,https://easternusa.salvationarmy.org/new-jersey/contact-us/
Salvation Army - Dover,"Location: 76 North Bergen Street, Dover, NJ 07801  
Operating Hours: Food pantry accessible once a month on Wednesdays from 9:00 AM to 12:00 PM; Cat and dog food distributed on the third Friday of the month starting at 10:30 AM; Worship services on Sunday at 10:00 AM and 11:00 AM.  
Prerequisites: Required to bring a photo ID and proof of address to access the Food and Diaper Bank. For first-time clients at the food pantry, photo ID of all adults in the household, birth certificates for children, proof of address, and proof of income are needed for certain programs.",https://easternusa.salvationarmy.org/new-jersey/dover/,9733660764,https://easternusa.salvationarmy.org/new-jersey/dover/
Salvation Army (Plainfield),"Location: 615 Watchung Avenue, Plainfield, New Jersey 07060

Operating Hours:
- Worship Service: Sunday at 11:00 AM
- Leadership/Discipleship Classes: Sunday (Except last Sunday of the month) at 12:30 PM
- Afternoon Worship Service: Sunday at 1:00 PM
- Soup Kitchen: Monday, Wednesday, Thursday from 12:00 PM - 1:00 PM
- Community Choice Food Pantry/Toiletries/Diapers: Tuesday, Wednesday, Thursday from 9:30 AM - 11:30 AM
- Prayer Meeting (Men's and Women's Group): Tuesday (1st and 3rd Week) at 6:00 PM
- Men's and Women's Ministry: Tuesday (2nd and 4th Week) at 6:00 PM
- Online Adult Bible Study: Tuesday at 6:30 PM
- Music Night: Wednesday at 4:00 PM
- Seasonal Corps Meals: Valentines/Easter/Mother's Day/Father's Day

Prerequisites: Interested individuals may need to bring non-perishable food items or sealed hygiene products for donations. For donating furniture or used items, a call to 1-800-SA-Truck (1-800-728-7825) is recommended. Drop-offs for used clothing can be made at 95 Rock Ave. Plainfield, NJ 07063.",https://easternusa.salvationarmy.org/new-jersey/plainfield/,9087562595,https://easternusa.salvationarmy.org/new-jersey/plainfield/
Salvation Army of New Jersey- Vineland Corps,"Location: 733 East Chestnut Avenue, Vineland, New Jersey 08362  
Operating Hours: 
- Food Pantry: Monday and Wednesday, 10:00 AM - 12:00 PM  
- Diaper and Sanitary Pads: Wednesday, 10:00 AM - 12:00 PM  
Prerequisites: For the Food Pantry, bring ID and bags to receive food. For Diaper and Sanitary Pads, bring ID and the birth certificate of children who will receive diapers.",https://easternusa.salvationarmy.org/new-jersey/vineland/,8566965050,https://easternusa.salvationarmy.org/new-jersey/vineland/
Samaritan Center of Glassboro Food bank,"The Glassboro Food Bank is located at 123A East High Street, Glassboro, NJ 08028. It operates every Monday and Wednesday from 12pm to 3pm. Residents of Glassboro facing economic difficulties can receive free food once per month if they meet federal low-income guidelines. No specific prerequisites such as identification are mentioned for receiving food assistance.",https://glassborofoodbank.org/,8568639030,https://glassborofoodbank.org/
